Stage;Epoch;TotalLoss;TripletLoss;BCELoss;Precision@K;Recall@K;mAP;ACC;AUC
Stage1;1;1.9185;1.2318;0.6868;0.4896;0.0979;0.5294;0.5000;0.4805
